Site,Quadrat,Height,Latitude,Longitude,Day,Month,Year,Slope,Aspect,Substrate,Relief,Observer,Species Code,Square,Measurement,Measurement Type,Group,Classification,Size,Distinctive trait,Common name,Vocabulary,Unique Identifier,Name,CATAMI Unique Identifier,CATAMI Name,CATAMI Version
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,14,4,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,15,3,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,17,3,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,18,4,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,19,4,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,20,3,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,21,1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,22,2,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,23,2,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,24,4,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,25,3,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,1,3,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,2,3,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,3,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,4,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,5,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,6,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,7,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,8,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,9,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,10,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,11,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,12,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,13,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,14,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,15,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,16,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,17,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,18,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,19,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,20,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,21,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,22,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,23,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,24,2,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,25,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SCLO,5,1,Percent Cover,Erect Red Algae,Scytosiphon lomentaria,NA,cluster of thin tubes,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SCLO,10,0.1,Percent Cover,Erect Red Algae,Scytosiphon lomentaria,NA,cluster of thin tubes,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,SCLO,14,1,Percent Cover,Erect Red Algae,Scytosiphon lomentaria,NA,cluster of thin tubes,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CLCI,5,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CLCI,6,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CLCI,10,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CLCI,11,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CLCI,16,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,7,1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,12,1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,13,0.1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,14,0.1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,15,0.1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,17,1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,18,1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,21,0.1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,BOVI,22,1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CHCR,8,2,Percent Cover,Erect Red Algae,Chondrus crispus,NA,"flat blade, fan like branching",Irish moss,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CHCR,12,1,Percent Cover,Erect Red Algae,Chondrus crispus,NA,"flat blade, fan like branching",Irish moss,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CHCR,19,0.1,Percent Cover,Erect Red Algae,Chondrus crispus,NA,"flat blade, fan like branching",Irish moss,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CHCR,20,1,Percent Cover,Erect Red Algae,Chondrus crispus,NA,"flat blade, fan like branching",Irish moss,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CHCR,22,1,Percent Cover,Erect Red Algae,Chondrus crispus,NA,"flat blade, fan like branching",Irish moss,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,21,1,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,3,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,4,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,5,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,13,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,18,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,19,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,20,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,22,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,25,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CF,5,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CF,7,3,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CF,12,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CF,14,3,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CF,15,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,CF,17,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,TETE,4,1,Count,Gastropods,Tectura testudinalis,NA,"can have checkered, radiating lines",Plate Limpet,NA,NA,NA,NA,NA,NA
Rainsford,3,Mid,42.313247,-70.95072,24,6,2021,0,60,Cobble,Flat,McCollum,TETE,24,2,Count,Gastropods,Tectura testudinalis,NA,"can have checkered, radiating lines",Plate Limpet,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,2,1,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,3,3,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,4,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,5,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,7,2,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,8,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,9,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,10,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,13,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,14,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,15,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,18,1,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,19,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,20,4,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,24,1,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,FUDI,25,1,Percent Cover,Brown Algae,Fucus distichus,NA,pointed receptacles,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,4,3,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,5,3,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,6,1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,10,1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,13,0.1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,15,1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,19,1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,20,2,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,23,1,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,MYED,25,4,Percent Cover,Bivalves,Mytilus edulis,NA,"elongated, narrow end",Blue Mussel,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,8,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,9,1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,16,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,SEBA,19,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,COFR,10,1,Percent Cover,Green Algae,Codium fragile,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,COFR,16,1,Percent Cover,Green Algae,Codium fragile,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,CO,10,0.1,Percent Cover,Erect Red Algae,Corallina officinalis,NA,feathers,coral weed,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,CHCR,20,1,Percent Cover,Erect Red Algae,Chondrus crispus,NA,"flat blade, fan like branching",Irish moss,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,3,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,4,Mid,42.31314,-70.950739,24,6,2021,0,60,Cobble,Flat,McCollum,LILI,15,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,1,1,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,2,2,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,3,2,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,4,0.1,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,5,0.1,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,6,0.1,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,7,1,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
Rainsford,3,High,42.313062,-70.950773,24,6,2021,1,60,Boulder,Low,McCollum,CTHA,8,0.1,Percent Cover,Crustaceans,Cthamalus fragilis,NA,t-joint around lower part of opening,NA,NA,NA,NA,NA,NA,NA
